ID, lat1, lat2, lat3, lat4, lon1, lon2, lon3, lon4
1,-17.505,-17.595,-17.055,-17.595,145.3,145.3,145.4,145.4
2,-17.055,-17.505,-17.595,-17.595,145.4,145.4,145.4,145.49
3,-17.145,-17.775,-17.865,-17.055,145.3,145.3,145.3,145.4
4,-19.665,-19.665,-19.575,-19.665,146.74,146.84,146.93,146.93
5,-19.845,-19.845,-20.025,-20.115,146.84,146.93,147.29,147.29
6,-21.195,-21.195,-21.195,-21.285,148.46,148.82,148.9,148.9
7,-20.205,-20.205,-20.385,-20.205,147.46,147.65,147.65,147.74
8,-21.195,-21.285,-21.195,-21.285,148.9,148.9,148.99,148.99
9,-22.995,-23.085,-22.995,-23.085,150.43,150.43,150.52,150.52
10,-23.805,-23.805,-23.805,-23.895,150.62,150.71,150.79,150.79
11,-24.075,-23.895,-23.985,-24.075,150.88,150.98,150.98,151.07
12,-25.065,-24.435,-24.435,-24.435,151.24,151.34,151.6,151.7
13,-25.965,-26.055,-26.055,-26.235,152.41,152.41,152.51,152.51
14,-26.415,-26.505,-26.325,-26.235,150.98,150.98,151.07,151.79
15,-26.865,-26.955,-27.585,-27.585,152.51,152.51,152.51,152.6
16,-27.945,-27.855,-27.945,-28.035,152.6,152.87,152.87,152.87
17,-28.395,-27.945,-28.035,-28.395,152.77,152.87,152.87,152.87
18,-28.665,-28.665,-28.395,-28.395,152.24,152.32,152.87,152.96
19,-27.855,-27.945,-28.035,-27.945,152.87,152.87,152.87,152.96
20,-28.305,-28.215,-28.305,-28.845,152.96,153.04,153.04,153.04
21,-28.305,-28.395,-28.215,-28.305,152.96,152.96,153.04,153.04
22,-29.025,-29.115,-29.025,-29.115,153.13,153.13,153.23,153.23
23,-28.305,-28.215,-28.215,-28.935,152.96,153.04,153.13,153.13
24,-29.025,-29.115,-29.025,-29.115,153.13,153.13,153.23,153.23
25,-29.565,-29.115,-29.565,-29.115,153.04,153.13,153.13,153.23
26,-29.925,-29.925,-29.925,-29.925,152.32,152.41,152.51,152.6
27,-29.925,-30.105,-30.105,-30.105,152.68,152.68,152.77,152.87
28,-29.925,-29.925,-29.925,-30.015,152.05,152.15,152.24,152.32
29,-29.745,-29.835,-29.835,-29.835,152.05,152.05,152.15,152.24
30,-29.025,-29.475,-29.565,-29.565,152.51,152.6,152.6,152.68
31,-29.565,-29.475,-29.565,-29.565,152.51,152.6,152.6,152.68
32,-29.025,-29.025,-29.025,-29.115,151.88,152.51,152.6,152.6
33,-29.835,-29.745,-29.745,-29.835,152.24,152.96,153.04,153.04
34,-29.655,-29.745,-29.655,-29.745,153.04,153.04,153.13,153.13
35,-29.655,-29.745,-29.655,-29.745,153.04,153.04,153.13,153.13
36,-29.475,-29.565,-29.565,-29.565,152.6,152.6,152.68,152.77
37,-29.655,-29.745,-29.655,-29.745,153.04,153.04,153.13,153.13
38,-30.825,-30.915,-30.735,-30.825,152.41,152.41,152.51,152.51
39,-31.005,-31.095,-31.005,-31.095,152.77,152.77,152.87,152.87
40,-30.735,-30.825,-30.825,-30.105,152.51,152.51,152.6,152.77
41,-31.635,-31.635,-31.635,-31.635,151.51,151.6,151.88,151.96
42,-30.285,-30.915,-30.915,-30.825,151.7,151.96,152.32,152.41
43,-30.825,-30.915,-30.825,-31.545,151.96,151.96,152.05,152.15
44,-30.825,-30.915,-30.825,-30.825,151.96,151.96,152.05,152.15
45,-30.825,-30.915,-30.825,-30.915,151.96,151.96,152.05,152.05
46,-31.725,-31.815,-31.725,-31.815,151.96,151.96,152.05,152.05
47,-31.725,-31.815,-31.905,-31.095,152.05,152.05,152.05,152.87
48,-31.095,-31.005,-31.005,-31.095,152.6,152.77,152.87,152.87
49,-31.725,-31.815,-31.815,-31.815,151.88,151.88,151.96,152.05
50,-31.815,-31.725,-31.815,-31.815,151.79,151.88,151.88,151.96
51,-31.275,-30.825,-30.915,-31.005,151.96,152.32,152.32,152.32
52,-31.725,-31.815,-31.725,-31.815,151.51,151.79,151.88,151.88
53,-31.905,-31.185,-31.275,-31.365,150.98,151.15,151.15,151.15
54,-31.725,-31.815,-31.905,-31.725,152.15,152.15,152.15,152.24
55,-32.085,-31.905,-32.085,-32.085,151.96,152.05,152.05,152.15
56,-31.725,-31.725,-31.725,-31.815,151.43,151.51,151.88,151.88
57,-32.445,-32.355,-32.445,-32.445,151.6,151.7,151.7,151.79
58,-32.445,-31.815,-31.905,-31.905,151.88,152.05,152.05,152.15
59,-32.535,-32.625,-32.625,-32.085,150.79,150.79,150.88,151.07
60,-31.905,-31.995,-32.085,-31.995,151.07,151.07,151.07,151.15
61,-32.445,-32.625,-32.445,-32.625,151.6,151.6,151.7,151.7
62,-32.175,-32.265,-32.085,-32.175,150.98,150.98,151.07,151.07
63,-31.545,-31.635,-31.725,-31.635,150.62,150.62,150.62,150.71
64,-32.625,-32.445,-32.535,-32.625,151.6,151.7,151.7,151.7
65,-32.175,-32.175,-32.445,-32.535,151.07,151.15,151.15,151.15
66,-32.805,-32.715,-32.805,-32.715,151.07,151.6,151.6,151.7
67,-33.255,-32.985,-33.075,-32.985,151.07,151.15,151.15,151.24
68,-32.895,-32.895,-33.075,-32.985,151.07,151.15,151.15,151.24
69,-35.055,-35.055,-35.055,-35.055,149.26,149.35,149.45,149.54
70,-33.885,-34.245,-33.885,-33.885,150.16,150.26,150.35,150.43
71,-35.145,-35.055,-35.145,-35.145,149.45,149.54,149.54,149.63
72,-35.055,-35.055,-35.145,-35.055,149.63,149.71,149.71,149.8
73,-35.865,-35.685,-35.775,-35.865,149.71,149.8,149.8,149.8
74,-34.605,-35.055,-34.605,-34.605,150.26,150.26,150.35,150.43
75,-35.865,-35.955,-35.775,-35.865,149.71,149.71,149.8,149.8
76,-36.405,-36.495,-36.315,-36.405,149.45,149.45,149.54,149.54
77,-36.675,-36.315,-36.405,-36.765,149.45,149.54,149.54,149.63
78,-36.855,-36.945,-36.315,-36.405,149.45,149.45,149.54,149.54
79,-36.315,-36.765,-36.675,-36.765,149.54,149.63,149.71,149.71
80,-36.855,-37.035,-36.315,-37.035,149.45,149.45,149.54,149.63
81,-36.855,-36.945,-36.675,-36.765,149.45,149.45,149.71,149.71
82,-37.035,-36.945,-37.035,-37.125,149.26,149.35,149.35,149.35
83,-37.035,-37.125,-37.035,-37.125,149.35,149.35,149.45,149.63
84,-36.945,-37.035,-37.125,-36.855,149.35,149.35,149.35,149.45
85,-37.035,-37.125,-37.035,-37.125,149.26,149.26,149.35,149.35
86,-37.035,-37.125,-37.035,-37.125,149.26,149.26,149.35,149.35
87,-36.945,-37.035,-36.855,-36.945,149.35,149.35,149.45,149.45
88,-36.585,-36.315,-36.585,-36.315,148.54,148.63,148.63,148.73
89,-36.495,-36.495,-36.585,-36.585,148.37,148.46,148.46,148.54
90,-36.405,-36.855,-36.315,-36.405,148.73,149.45,149.54,149.54
91,-37.215,-37.665,-37.665,-37.755,148.37,148.54,148.63,148.63
92,-37.485,-37.305,-37.395,-37.485,147.91,148.01,148.01,148.01
93,-36.675,-36.585,-36.675,-36.585,148.46,148.54,148.54,148.63
94,-37.485,-37.485,-37.665,-37.485,147.82,147.91,147.91,148.01
95,-37.305,-37.395,-37.395,-37.485,146.84,146.84,146.93,147.01
96,-37.845,-37.845,-37.935,-37.845,146.65,146.74,146.74,146.84
97,-37.845,-37.485,-37.485,-37.575,146.84,147.2,147.29,147.29
98,-37.935,-37.395,-37.935,-37.395,146.74,146.84,146.84,146.93
99,-38.475,-38.565,-38.565,-38.565,145.76,145.85,145.93,146.02
100,-38.655,-38.295,-38.295,-38.295,146.02,146.38,146.57,146.65
101,-38.565,-38.205,-38.475,-38.565,146.65,146.74,146.74,146.74
102,-38.385,-38.295,-38.385,-38.385,146.02,146.12,146.12,146.21
103,-38.385,-38.475,-38.475,-38.565,146.02,146.02,146.12,146.12
104,-38.385,-38.295,-38.385,-38.475,145.93,146.02,146.02,146.02
105,-37.755,-37.665,-37.665,-37.755,144.85,145.4,145.49,145.49
106,-37.845,-38.115,-38.205,-38.295,145.57,145.57,145.66,146.38
107,-37.665,-37.755,-37.665,-37.755,145.4,145.4,145.49,145.49
108,-37.305,-37.305,-37.305,-37.305,144.49,144.68,144.76,144.85
109,-37.305,-37.305,-37.215,-37.305,144.49,144.59,144.68,144.76
110,-37.485,-37.485,-37.845,-37.485,143.6,143.68,143.87,143.96
111,-38.115,-38.025,-38.115,-38.295,143.51,143.6,143.68,144.13
112,-37.755,-37.575,-37.665,-38.295,143.24,143.41,143.41,143.51
113,-38.025,-38.385,-38.475,-38.475,143.05,143.24,143.32,143.41
114,-38.115,-38.115,-38.115,-38.475,142.79,142.88,142.96,143.32
115,-38.385,-38.475,-38.475,-38.475,143.15,143.24,143.32,143.41
116,-37.935,-38.025,-38.115,-37.395,142.96,142.96,142.96,143.51
117,-37.935,-38.025,-38.025,-38.025,142.15,142.15,142.24,142.96
118,-38.025,-38.025,-38.115,-38.025,142.34,142.96,142.96,143.05
119,-37.935,-38.025,-38.115,-38.025,142.15,142.15,142.15,142.24
120,-38.115,-38.025,-38.115,-37.935,141.79,141.88,141.88,142.07
121,-37.935,-38.025,-38.115,-38.025,142.15,142.15,142.15,142.24
122,-37.215,-37.125,-37.215,-37.215,141.07,141.16,141.16,141.26
123,-37.035,-37.125,-37.215,-37.215,140.45,140.45,141.07,141.16
124,-42.345,-42.435,-42.255,-41.715,148.01,148.01,148.1,148.27
125,-42.435,-42.615,-42.705,-42.885,147.91,147.91,147.91,147.91
126,-42.165,-42.165,-42.255,-42.255,146.84,146.93,147.01,147.1
127,-42.345,-42.975,-43.065,-43.155,146.48,147.2,147.2,147.2
128,-43.515,-43.605,-43.065,-43.065,145.57,145.57,146.12,146.21
129,-42.435,-42.525,-42.525,-42.165,145.4,145.4,145.49,146.12
130,-41.085,-41.085,-41.085,-41.175,145.76,145.85,145.93,146.12
131,-41.085,-41.085,-41.085,-41.175,145.76,145.85,145.93,146.12
132,-41.625,-41.715,-41.715,-41.715,147.1,147.1,147.2,147.29
133,-41.175,-41.265,-41.175,-41.175,146.57,146.57,146.65,146.74
134,-41.715,-41.625,-41.715,-41.625,147.82,147.91,147.91,148.01
135,-40.995,-40.905,-40.905,-40.905,147.29,147.65,147.74,147.82
136,-40.995,-40.905,-40.815,-40.905,147.29,147.74,148.1,148.1
137,-41.085,-41.535,-41.085,-41.085,147.01,147.01,147.1,147.38
138,-36.045,-36.045,-36.135,-36.135,147.91,148.01,148.01,148.1
139,-35.595,-35.595,-36.405,-36.315,148.18,148.27,148.46,148.54
140,-36.045,-36.135,-36.045,-36.135,148.01,148.01,148.1,148.1
141,-36.315,-36.045,-36.135,-36.135,147.29,148.01,148.01,148.1
142,-35.955,-36.045,-36.315,-36.315,147.01,147.1,147.29,147.38
143,-36.045,-36.135,-36.135,-36.495,148.01,148.01,148.1,148.46
144,-36.855,-37.035,-37.035,-37.395,147.38,147.74,147.82,148.01
145,-36.315,-36.405,-36.315,-36.315,147.1,147.1,147.2,147.29
146,-36.855,-36.945,-36.135,-36.135,147.46,147.46,148.01,148.1
147,-35.955,-35.955,-36.045,-36.405,147.01,147.1,147.1,147.1
148,-36.135,-36.405,-36.315,-36.315,147.1,147.1,147.2,147.29
149,-37.215,-36.405,-36.405,-36.855,146.74,147.01,147.1,147.38
150,-36.315,-36.315,-36.405,-36.495,146.29,146.38,146.38,146.48
151,-36.495,-36.225,-36.855,-36.945,146.48,147.01,147.29,147.29
152,-37.305,-37.395,-37.395,-37.485,146.84,146.84,146.93,146.93
153,-36.315,-36.315,-36.405,-36.495,146.29,146.38,146.38,146.48
154,-36.585,-36.675,-36.495,-36.225,146.02,146.02,146.38,146.84
155,-36.405,-36.405,-36.495,-36.585,146.29,146.38,146.38,146.38
156,-37.665,-37.665,-37.125,-37.215,145.4,145.49,145.93,145.93
157,-37.665,-37.215,-37.305,-37.125,145.4,145.85,145.85,145.93
158,-37.215,-37.305,-37.485,-37.575,146.57,146.57,146.57,146.57
159,-37.305,-37.485,-37.575,-37.665,146.57,146.57,146.57,146.57
160,-36.585,-36.585,-36.765,-36.675,144.95,145.13,145.13,145.21
161,-36.585,-36.765,-36.675,-36.765,144.95,145.13,145.21,145.21
162,-36.585,-36.765,-36.675,-36.765,144.95,145.04,145.13,145.13
163,-36.765,-36.675,-36.675,-36.675,145.21,145.85,145.93,146.02
164,-37.215,-37.215,-37.305,-37.305,144.49,144.68,144.76,144.85
165,-37.215,-37.215,-36.495,-36.585,144.59,144.76,144.85,144.85
166,-37.395,-37.395,-37.395,-37.485,143.51,143.6,143.68,143.68
167,-37.395,-37.395,-37.215,-37.215,143.77,143.96,144.49,144.59
168,-35.775,-35.865,-35.775,-35.865,144.4,144.4,144.49,144.49
169,-36.585,-36.945,-36.135,-36.495,144.85,144.85,144.95,144.95
170,-37.485,-37.395,-37.485,-37.395,143.41,143.51,143.51,143.6
171,-36.495,-36.225,-36.315,-36.405,149.45,149.54,149.54,149.54
172,-35.505,-35.505,-34.965,-35.055,148.18,148.27,148.73,148.73
173,-34.605,-34.605,-35.415,-35.415,148.01,148.1,148.27,148.37
174,-35.325,-35.145,-35.235,-34.965,147.38,147.46,147.46,147.91
175,-35.595,-35.235,-35.325,-35.235,147.55,147.74,147.74,147.82
176,-35.505,-35.505,-34.965,-34.965,148.18,148.27,148.73,148.82
177,-35.505,-35.415,-35.505,-35.595,148.18,148.27,148.27,148.27
178,-35.955,-36.045,-35.955,-35.955,147.1,147.1,147.2,147.38
179,-35.775,-35.865,-35.865,-35.955,148.82,148.82,148.9,149.63
180,-35.145,-35.235,-35.145,-35.235,149.45,149.45,149.54,149.54
181,-35.955,-35.235,-35.325,-35.595,148.99,149.26,149.26,149.26
182,-35.775,-35.235,-35.235,-35.235,148.73,149.35,149.45,149.54
183,-34.965,-35.055,-34.965,-35.235,148.82,148.82,148.9,149.35
184,-35.235,-35.235,-35.865,-35.865,149.45,149.54,149.71,149.8
185,-35.775,-35.325,-35.325,-35.325,148.73,149.26,149.35,149.45
186,-35.145,-35.235,-35.145,-35.235,149.45,149.45,149.54,149.54
187,-33.705,-33.705,-34.335,-33.795,149.26,149.35,149.9,149.99
188,-33.975,-33.885,-33.975,-33.345,148.99,149.09,149.09,149.18
189,-34.605,-34.065,-34.605,-34.065,148.9,148.99,148.99,149.09
190,-37.485,-37.395,-37.485,-37.395,143.32,143.41,143.41,143.51
191,-29.565,-29.565,-29.295,-29.475,150.98,151.07,151.34,151.6
192,-28.845,-28.845,-29.565,-29.565,150.71,150.79,150.98,151.07
193,-29.025,-29.115,-29.025,-29.115,151.07,151.07,151.15,151.15
194,-29.115,-29.835,-29.835,-29.925,151.7,152.05,152.15,152.15
195,-29.115,-29.025,-29.115,-29.025,151.7,151.79,151.79,151.88
196,-29.565,-29.565,-30.195,-30.285,150.98,151.07,151.24,151.24
197,-29.475,-30.195,-29.565,-29.565,149.99,149.99,150.16,150.26
198,-29.745,-29.835,-29.565,-29.565,150.62,150.88,150.98,151.07
199,-30.195,-30.285,-30.195,-30.285,151.24,151.24,151.34,151.34
200,-30.285,-30.285,-30.285,-30.375,150.88,150.98,151.07,151.07
201,-30.105,-30.645,-30.105,-30.645,150.07,150.07,150.16,150.16
202,-29.475,-29.565,-29.655,-29.475,149.71,149.71,149.71,149.8
203,-30.825,-30.915,-30.825,-31.095,151.96,151.96,152.05,152.6
204,-30.735,-30.735,-30.915,-31.005,150.88,150.98,150.98,150.98
205,-31.185,-31.545,-31.635,-31.725,150.52,150.62,150.62,150.62
206,-30.735,-30.825,-30.735,-30.915,150.88,150.88,150.98,150.98
207,-30.735,-30.825,-30.735,-30.915,150.88,150.88,150.98,150.98
208,-30.735,-30.915,-31.005,-31.095,150.98,150.98,150.98,151.07
209,-30.465,-30.465,-30.465,-30.555,148.73,148.82,148.9,149.26
210,-31.545,-31.635,-31.725,-31.635,150.62,150.62,150.62,150.71
211,-31.545,-31.545,-31.455,-31.545,149.45,149.54,149.63,149.63
212,-32.625,-32.535,-32.625,-32.625,149.18,149.26,149.26,149.35
213,-32.715,-32.715,-32.715,-33.435,149.35,150.07,150.16,150.16
214,-32.625,-33.075,-33.165,-32.625,148.46,148.46,148.46,148.54
215,-32.625,-32.625,-32.625,-32.625,148.54,149.18,149.26,149.35
216,-31.815,-31.905,-31.995,-31.995,148.1,148.1,148.1,148.18
217,-31.995,-32.085,-32.625,-31.815,148.82,148.82,149.18,149.45
218,-32.625,-32.715,-32.535,-32.625,147.74,147.74,147.82,147.82
219,-35.325,-35.235,-35.325,-35.055,138.82,138.91,138.91,139.01
220,-35.325,-35.415,-35.235,-35.325,138.82,138.82,138.91,138.91
221,-34.695,-34.875,-34.695,-34.785,139.01,139.01,139.1,139.1
222,-33.975,-33.975,-34.065,-34.605,138.65,138.74,138.91,139.1
223,-33.885,-33.975,-33.975,-34.515,138.74,138.74,138.82,139.1
224,-33.885,-33.975,-33.885,-33.975,138.65,138.65,138.74,138.74
225,-33.975,-33.885,-33.975,-33.975,138.65,138.74,138.74,138.82
226,-33.525,-33.615,-33.525,-33.615,121.36,121.36,121.46,121.46
227,-34.515,-34.605,-34.515,-34.515,117.22,117.22,117.32,117.4
228,-34.515,-34.605,-34.515,-34.515,117.22,117.22,117.32,117.4
229,-34.425,-34.425,-34.515,-34.515,116.68,116.78,117.22,117.32
230,-34.515,-34.425,-34.425,-34.425,116.6,116.68,116.78,116.86
231,-34.245,-34.155,-34.245,-34.335,116.06,116.14,116.14,116.14
232,-33.795,-33.795,-33.885,-33.795,115.33,115.43,115.43,115.51
233,-33.525,-33.615,-33.705,-33.795,116.42,116.42,116.42,116.42
234,-32.805,-32.895,-33.525,-33.525,115.96,115.96,116.42,116.5
235,-33.345,-32.985,-33.345,-33.435,116.78,116.86,116.86,116.86
236,36.585,36.675,36.675,36.585,7.695,7.785,7.875,7.875
237,13.005,13.095,13.095,13.185,-7.335,-7.245,-7.155,-7.065
238,-4.635,-4.635,-3.915,-3.915,15.075,15.165,15.255,15.345
239,-29.115,-29.205,-29.205,-28.845,17.595,17.595,17.685,18.045
240,-28.755,-28.845,-28.755,-28.845,20.925,20.925,21.015,21.015
241,-31.455,-31.455,-31.455,-31.455,26.145,26.235,26.325,26.415
242,-31.005,-30.285,-30.375,-30.285,26.775,27.045,27.045,27.135
243,-30.735,-30.735,-30.825,-30.915,18.405,18.495,18.495,18.585
244,-32.805,-32.895,-32.895,-32.985,19.305,19.305,19.395,19.485
245,-32.985,-32.985,-33.075,-33.435,19.395,19.485,19.485,19.665
246,-33.075,-33.075,-33.435,-33.435,19.395,19.485,19.575,19.665
247,-32.895,-32.895,-32.985,-32.985,19.305,19.395,19.395,19.485
248,-33.885,-33.885,-33.885,-33.885,22.545,22.635,22.725,22.815
249,-33.525,-33.525,-33.525,-33.525,26.235,26.325,26.415,26.505
250,-32.715,-32.715,-32.715,-32.715,26.055,26.145,26.235,26.325
251,-33.525,-32.895,-32.895,-33.075,26.595,27.135,27.225,27.405
252,-31.095,-30.645,-30.555,-30.645,29.745,30.105,30.195,30.195
253,-29.385,-29.385,-29.385,-29.385,29.565,29.655,29.745,29.835
254,-29.385,-29.385,-29.475,-29.385,29.565,29.655,29.655,29.745
255,-29.205,-29.205,-29.295,-29.295,29.835,29.925,30.195,30.285
256,-29.385,-29.295,-29.205,-29.205,30.195,30.285,30.465,30.555
257,-29.295,-29.295,-29.295,-29.115,30.195,30.285,30.375,30.735
258,-28.305,-27.675,-27.675,-27.765,30.285,30.645,30.735,30.735
259,-29.205,-29.295,-29.115,-29.205,31.005,31.005,31.095,31.095
260,-24.435,-24.525,-24.525,-23.985,27.135,27.135,27.225,27.765
261,-25.875,-25.875,-26.235,-25.785,27.405,27.585,27.585,27.765
262,-22.185,-22.275,-22.185,-22.275,29.655,29.655,29.745,29.745
263,-25.695,-25.785,-25.695,-26.145,28.935,28.935,29.025,29.655
264,-24.615,-24.705,-24.705,-24.795,31.185,31.185,31.275,31.275
265,-25.875,-25.875,-25.875,-25.875,31.185,31.275,31.365,31.455
266,-26.235,-26.325,-26.325,-25.965,30.555,30.555,30.645,31.005
267,13.455,13.365,13.365,13.275,2.115,2.205,2.295,2.295
268,-17.325,-17.145,-17.235,-17.325,14.535,14.625,14.625,14.625
269,-17.955,-17.865,-17.955,-17.955,19.485,19.575,19.575,19.665
270,-19.665,-19.665,-19.215,-19.305,13.815,13.905,13.995,13.995
271,-20.025,-20.025,-20.025,-20.025,15.525,15.615,15.705,15.795
272,-21.735,-21.645,-21.735,-21.645,15.615,15.705,15.705,15.795
273,-21.735,-21.645,-21.735,-21.735,15.615,15.705,15.705,15.795
274,-22.455,-22.455,-22.365,-22.455,16.605,16.695,16.785,16.785
275,-23.625,-23.715,-23.625,-23.715,16.155,16.155,16.245,16.245
276,-23.715,-23.715,-23.805,-23.895,15.435,15.525,15.525,15.525
277,-28.125,-28.125,-28.125,-27.585,17.145,17.235,17.325,17.775
278,-27.135,-26.685,-26.685,-26.775,17.685,17.775,17.865,17.865
279,-26.685,-26.955,-27.045,-27.045,17.865,18.315,18.315,18.405
280,-25.065,-25.245,-25.335,-25.335,18.585,18.765,18.765,18.855
281,-26.325,-26.325,-26.415,-26.505,17.235,17.325,17.325,17.325
282,-22.725,-22.995,-23.085,-23.175,19.125,19.125,19.125,19.125
283,-17.505,-17.505,-17.595,-17.595,24.525,24.615,24.615,24.705
284,5.175,5.445,5.445,5.355,-2.115,-1.755,-1.665,-1.665
285,5.265,5.265,5.355,5.265,-1.395,-1.305,-1.215,-1.215
286,11.025,10.485,10.755,10.755,-3.285,-3.285,-3.195,-3.105
287,7.965,7.875,7.965,7.875,-1.665,-1.665,-1.575,-1.575
288,7.695,7.605,7.605,7.695,-1.215,-1.215,-1.125,-1.035
289,9.765,10.035,9.855,9.765,-1.485,-1.395,-1.395,-1.395
290,9.945,10.035,9.945,9.675,-0.945,-0.855,-0.855,-0.855
291,10.305,10.395,10.305,10.395,-0.675,-0.585,-0.585,-0.495
292,11.385,11.385,10.575,10.575,-0.315,-0.225,-0.225,-0.135
293,9.135,9.045,8.955,8.865,-0.135,-0.135,-0.135,-0.135
294,8.865,8.775,8.865,8.775,38.385,38.385,38.475,38.475
295,-15.705,-15.705,-15.795,-15.885,23.085,23.175,23.175,23.175
296,-13.365,-13.725,-13.365,-13.365,23.895,23.895,23.985,24.075
297,-15.795,-15.705,-15.795,-15.705,27.855,27.945,27.945,28.035
298,-15.345,-15.345,-15.345,-15.345,25.965,26.055,26.235,26.325
299,-16.335,-16.245,-16.335,-15.525,27.315,27.855,27.855,27.945
300,-14.985,-15.075,-14.985,-15.075,28.125,28.125,28.215,28.845
301,-14.895,-14.985,-14.985,-15.075,28.035,28.755,28.845,28.845
302,-12.195,-12.285,-12.285,-12.375,28.935,28.935,29.025,29.025
303,-11.475,-11.385,-11.925,-11.925,31.095,31.185,31.635,31.725
304,-10.665,-10.665,-10.575,-10.665,30.735,31.095,31.185,31.185
305,-10.575,-10.575,-10.575,-10.575,31.095,31.185,31.275,31.455
306,7.155,7.065,6.615,6.525,2.475,2.475,2.475,2.475
307,4.545,4.455,4.365,4.275,19.035,19.035,19.035,19.035
308,7.875,7.785,7.875,7.875,6.885,6.885,6.975,7.065
309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,17.865,17.775,17.865,17.775,53.235,53.235,53.685,53.685
311,44.955,44.595,44.685,45.225,141.52,141.52,141.71,142.34
312,44.685,45.135,45.135,45.045,141.71,142.43,142.51,142.51
313,44.865,44.865,44.865,44.775,142.6,142.7,142.79,142.79
314,44.235,43.875,43.875,44.685,142.43,142.43,142.51,142.88
315,43.155,43.065,43.155,43.065,141.16,141.16,141.26,141.26
316,43.695,43.605,43.695,43.605,141.88,141.88,141.98,141.98
317,43.695,43.605,43.695,43.605,141.88,141.88,141.98,141.98
318,43.695,43.785,43.695,43.785,141.98,142.43,142.43,142.51
319,43.695,43.785,43.695,43.785,141.98,142.43,142.43,142.51
320,43.695,43.785,43.695,43.785,141.98,142.43,142.43,142.51
321,42.615,43.245,43.245,43.425,141.62,141.71,141.79,141.88
322,43.065,42.975,42.345,42.345,140.35,140.45,140.71,140.8
323,42.255,42.255,42.165,42.255,141.62,141.71,141.71,141.79
324,42.255,42.165,42.165,42.165,141.79,141.79,141.88,141.98
325,42.435,42.345,42.435,42.435,143.77,143.77,143.87,143.96
326,42.525,42.435,42.435,42.525,143.6,143.6,143.77,143.87
327,34.425,34.245,34.155,34.605,132.16,132.16,132.16,132.26
328,34.425,34.245,34.875,34.875,132.07,132.07,132.71,132.79
329,35.145,35.145,35.145,34.335,135.68,135.76,135.85,136.13
330,34.875,35.145,34.785,34.785,135.32,135.59,135.68,135.76
331,35.235,35.145,35.235,35.145,135.68,135.68,135.76,135.76
332,35.055,34.965,35.055,34.965,135.4,135.4,135.49,135.49
333,35.145,35.235,34.785,34.785,135.76,135.85,136.13,136.21
334,33.795,33.885,33.795,33.975,135.68,135.76,135.76,135.85
335,35.595,35.685,35.595,35.595,136.85,137.21,137.21,137.29
336,35.595,35.685,35.595,35.685,136.49,136.57,136.57,136.66
337,35.595,35.595,35.775,35.685,136.76,136.85,137.12,137.21
338,35.595,35.595,35.595,35.685,136.66,136.76,136.85,137.02
339,34.965,34.875,34.965,34.965,138.01,138.01,138.1,138.2
340,35.145,35.145,35.145,35.145,138.1,138.2,138.29,138.38
341,35.145,35.055,34.965,35.055,138.2,138.2,138.2,138.29
342,35.055,35.055,35.055,35.145,138.1,138.2,138.29,138.38
343,35.145,35.145,35.145,35.955,138.2,138.29,138.38,138.91
344,35.775,35.685,35.595,36.405,139.1,139.1,139.1,139.46
345,36.045,35.685,35.775,35.685,138.91,139.01,139.1,139.1
346,36.495,36.495,36.405,36.495,139.37,139.46,139.46,139.54
347,35.775,36.135,35.775,35.685,140.35,140.45,140.45,140.63
348,36.495,36.495,36.405,36.495,139.37,139.46,139.46,139.54
349,35.865,35.775,35.775,36.495,139.01,139.01,139.1,139.46
350,36.045,35.955,35.775,35.775,138.91,138.91,139.01,139.1
351,36.945,36.945,36.945,36.585,138.65,138.74,138.82,138.91
352,35.595,35.595,36.135,35.775,140.18,140.26,140.45,140.45
353,36.495,36.495,36.405,36.495,139.37,139.46,139.46,139.54
354,36.135,36.045,36.045,35.955,138.82,138.82,138.91,138.91
355,36.135,36.135,36.495,36.405,138.74,138.82,139.37,139.37
356,40.275,40.815,40.815,40.815,140.99,141.07,141.16,141.79
357,38.385,38.295,38.205,38.295,140.71,140.71,140.71,141.07
358,38.385,38.295,38.205,38.205,140.63,140.63,140.63,140.71
359,35.685,35.595,35.505,35.415,139.18,139.18,139.18,139.18
360,36.765,36.675,36.855,36.765,140.45,140.45,140.54,140.54
361,38.295,38.205,38.205,37.485,140.63,140.63,140.71,140.8
362,38.205,37.485,37.395,37.395,140.63,140.8,140.8,140.9
363,37.035,37.305,37.215,37.125,140.71,140.8,140.8,140.8
364,36.855,36.855,37.035,37.215,140.54,140.63,140.71,140.8
365,38.205,38.205,37.575,37.575,140.63,140.71,140.8,140.9
366,39.015,38.475,39.015,39.015,140.9,141.26,141.43,141.52
367,38.475,38.385,38.475,38.475,140.9,140.9,140.99,141.26
368,38.475,38.475,38.475,38.475,140.9,140.99,141.16,141.26
369,39.015,38.925,38.835,39.015,140.8,140.8,140.8,140.9
370,39.015,38.835,39.015,39.015,140.8,140.8,141.43,141.52
371,39.015,38.925,39.015,39.015,140.8,140.8,141.43,141.52
372,40.185,40.095,40.185,40.095,140.9,140.9,140.99,141.62
373,39.015,38.925,39.015,39.015,140.8,140.8,141.43,141.52
374,39.555,39.465,39.465,39.105,140.8,140.8,140.9,141.52
375,34.785,35.415,34.875,35.415,139.01,139.1,139.1,139.18
